ID,101,102,105,107,110,113,114,116,119,120,128,130,135,139,140,141,143,145,147,149,150,151,154,156,158,159,166,167,170,174,175,181,182,185,186,190,191,194,197,199,Condition,order,atc_passed,ident
223,paycheck,girl,achievements,relationships,song,friendships,victories,miracles,winners,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,region,instructions,particle,predecessors,affiliation,referral,pillars,towns,minute,yard,centimeter,teaspoon,cup,megabyte,hertz,thousand,big,wide,REPUBLICAN,3,True,REPUBLICAN
224,paycheck,girl,achievement,relationship,songs,friendship,victory,miracle,winner,bonuses,homicides,deficiencies,killer,funerals,nightmares,rapists,difficulties,crimes,failures,-99,proposal,sites,regions,instruction,particles,predecessor,affiliations,referrals,pillar,town,-99,yard,centimeter,teaspoon,liter,megabyte,hertz,thousand,big,narrow,DEMOCRAT,2,True,REPUBLICAN
225,paychecks,girls,achievements,relationships,song,friendships,victories,miracles,winner,bonus,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulty,crimes,failures,deaths,proposals,sites,regions,instruction,particles,predecessor,affiliations,referrals,pillar,town,minute,mile,centimeter,tablespoon,liter,megabyte,gigahertz,thousand,small,wide,REPUBLICAN,1,True,REPUBLICAN
226,paycheck,girl,achievement,relationship,song,friendships,victories,miracles,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapists,difficulties,crime,failure,death,proposal,site,region,instructions,particle,predecessor,affiliation,referral,pillars,town,second,mile,kilometer,teaspoon,liter,gigabyte,hertz,thousand,small,narrow,REPUBLICAN,2,True,REPUBLICAN
227,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
228,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,narrow,DEMOCRAT,2,True,REPUBLICAN
229,paycheck,girls,achievements,relationship,song,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funeral,nightmare,rapists,difficulties,crimes,failures,deaths,proposals,sites,region,instruction,particle,predecessor,affiliation,referral,pillars,town,second,yard,kilometer,tablespoon,liter,megabyte,gigahertz,hundred,big,wide,REPUBLICAN,3,True,REPUBLICAN
230,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillar,towns,second,mile,kilometer,tablespoon,liter,megabyte,hertz,thousand,big,wide,REPUBLICAN,2,True,REPUBLICAN
231,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instruction,particle,predecessor,affiliation,referral,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,2,True,REPUBLICAN
232,paychecks,girl,achievements,relationship,song,friendship,victories,miracles,winners,bonuses,homicide,deficiencies,killer,funeral,nightmare,rapist,difficulties,crimes,failure,death,proposal,site,regions,instructions,particle,predecessors,affiliation,referral,pillars,town,second,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,3,True,REPUBLICAN
233,paycheck,girls,achievement,relationships,songs,friendship,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funeral,nightmares,rapist,difficulties,crimes,failures,deaths,proposals,site,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,mile,centimeter,teaspoon,liter,megabyte,gigahertz,hundred,big,narrow,DEMOCRAT,3,False,REPUBLICAN
234,paychecks,girl,achievements,relationships,song,friendship,victory,miracle,winners,bonus,-99,deficiencies,killers,funeral,nightmares,rapist,difficulty,crime,failures,deaths,proposal,sites,region,instruction,particle,predecessor,affiliations,referrals,pillar,towns,minute,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,REPUBLICAN,3,True,REPUBLICAN
235,paychecks,girls,achievements,relationships,song,friendships,victories,miracle,winners,bonus,homicide,deficiency,killers,funeral,nightmare,rapist,difficulties,crime,failure,death,proposal,sites,region,instruction,particle,predecessor,affiliation,referrals,pillars,towns,second,mile,centimeter,tablespoon,cup,gigabyte,hertz,thousand,big,narrow,REPUBLICAN,1,True,REPUBLICAN
236,-99,girls,achievements,relationships,song,friendships,victories,miracles,winner,bonuses,homicide,deficiencies,killer,funeral,nightmare,rapist,difficulties,crime,failure,death,proposals,site,regions,instructions,particle,predecessors,affiliations,referral,pillars,towns,minute,mile,kilometer,teaspoon,cup,megabyte,hertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
237,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funerals,nightmare,rapists,difficulty,crime,failures,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,minute,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,DEMOCRAT,2,True,REPUBLICAN
238,paycheck,girl,achievement,relationship,songs,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referrals,pillars,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,DEMOCRAT,1,True,REPUBLICAN
239,paychecks,girls,achievements,relationships,songs,friendships,victories,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particle,predecessor,affiliation,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,REPUBLICAN
240,paycheck,girls,achievement,relationships,song,friendship,victories,miracle,winner,bonuses,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulty,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,town,second,-99,centimeter,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,DEMOCRAT,3,True,REPUBLICAN
241,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,teaspoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
242,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,megabyte,gigahertz,thousand,big,wide,DEMOCRAT,3,True,REPUBLICAN
243,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funeral,nightmares,rapists,difficulties,crimes,failures,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,DEMOCRAT,1,True,REPUBLICAN
244,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,-99,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,REPUBLICAN
245,paycheck,girl,achievement,relationships,songs,friendships,victory,miracles,winners,bonus,homicides,deficiency,killers,funerals,nightmares,rapists,difficulty,crime,failures,death,proposal,sites,region,instruction,particle,predecessors,affiliation,referrals,pillar,town,second,mile,kilometer,teaspoon,liter,megabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,REPUBLICAN
246,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,megabyte,gigahertz,thousand,big,wide,DEMOCRAT,3,True,REPUBLICAN
247,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,REPUBLICAN
248,paycheck,girl,achievements,relationship,song,friendships,victory,miracles,winners,bonus,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,towns,second,mile,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,narrow,DEMOCRAT,3,True,REPUBLICAN
249,paychecks,girls,achievements,relationship,song,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funeral,nightmare,rapists,difficulty,crimes,failures,deaths,proposal,sites,region,instruction,particle,predecessors,affiliation,referral,pillar,towns,minute,mile,kilometer,tablespoon,cup,megabyte,hertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
250,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiencies,killer,funeral,nightmares,rapist,difficulty,crime,failure,death,proposals,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,liter,gigabyte,gigahertz,hundred,small,narrow,DEMOCRAT,3,True,REPUBLICAN
251,paychecks,girls,achievement,relationships,song,friendships,victory,miracle,winner,bonus,homicides,deficiencies,killer,funerals,nightmare,rapists,difficulty,crimes,failures,deaths,proposals,site,regions,instructions,particles,predecessors,affiliation,referrals,pillar,town,second,yard,kilometer,teaspoon,liter,megabyte,gigahertz,thousand,big,narrow,DEMOCRAT,3,True,REPUBLICAN
252,paycheck,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instruction,particles,predecessors,affiliation,referral,pillars,towns,second,yard,kilometer,teaspoon,liter,megabyte,hertz,hundred,small,narrow,DEMOCRAT,2,True,REPUBLICAN
253,paycheck,girl,achievement,relationships,songs,friendships,victory,miracles,winner,bonus,homicides,deficiencies,killers,funeral,nightmare,rapist,difficulties,crimes,failure,death,proposals,sites,region,instruction,particles,predecessor,-99,referral,pillars,town,second,yard,kilometer,teaspoon,cup,megabyte,hertz,thousand,big,narrow,REPUBLICAN,3,True,REPUBLICAN
254,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiency,killers,funeral,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,yard,kilometer,tablespoon,liter,megabyte,hertz,thousand,big,narrow,DEMOCRAT,2,True,REPUBLICAN
255,paychecks,girls,achievements,relationships,songs,friendships,victory,miracles,winners,bonuses,homicides,deficiencies,-99,funerals,nightmares,rapists,difficulty,crimes,failures,deaths,proposals,sites,region,instruction,particles,predecessors,affiliations,referrals,pillar,towns,minute,yard,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,1,True,REPUBLICAN
256,paycheck,girls,achievements,relationships,songs,friendships,victory,miracles,winners,bonus,homicides,deficiencies,killer,funeral,nightmares,rapists,difficulties,crime,failures,deaths,proposal,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,narrow,DEMOCRAT,1,True,REPUBLICAN
257,paychecks,girl,achievement,relationships,songs,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funeral,nightmares,rapist,difficulties,crimes,failures,deaths,proposals,sites,region,instruction,particles,predecessors,affiliations,referrals,pillar,towns,minute,yard,centimeter,teaspoon,cup,megabyte,hertz,thousand,small,wide,DEMOCRAT,1,True,REPUBLICAN
258,paychecks,girls,achievement,relationships,songs,friendships,victory,miracles,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,region,instructions,particle,predecessors,affiliations,referral,pillars,town,second,yard,centimeter,teaspoon,liter,gigabyte,hertz,thousand,small,narrow,DEMOCRAT,3,True,REPUBLICAN
259,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliations,referral,pillar,town,second,mile,centimeter,teaspoon,liter,gigabyte,hertz,thousand,big,narrow,REPUBLICAN,2,True,REPUBLICAN
260,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,region,instructions,particle,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,teaspoon,liter,gigabyte,hertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
261,paycheck,girls,achievement,relationships,songs,friendships,-99,miracles,winners,bonuses,homicide,-99,killer,funerals,nightmare,rapists,difficulties,crimes,failure,deaths,proposals,sites,regions,instruction,particle,predecessors,-99,referrals,pillars,town,-99,-99,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,narrow,REPUBLICAN,3,True,REPUBLICAN
262,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,DEMOCRAT,2,True,REPUBLICAN
263,paychecks,girls,achievements,relationship,songs,friendships,victory,miracle,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crimes,failures,deaths,proposals,sites,region,instruction,particles,predecessor,affiliation,referrals,pillars,towns,second,mile,kilometer,teaspoon,liter,gigabyte,gigahertz,thousand,small,narrow,DEMOCRAT,1,True,REPUBLICAN
264,paychecks,girls,achievements,relationships,song,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulties,crime,failure,death,proposals,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillar,towns,minute,yard,kilometer,tablespoon,cup,gigabyte,hertz,thousand,big,narrow,REPUBLICAN,2,True,REPUBLICAN
265,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,1,True,REPUBLICAN
266,paychecks,girl,achievement,relationship,song,friendship,victories,miracle,winner,bonuses,homicides,deficiency,killers,funeral,nightmare,rapists,difficulties,crime,failure,death,proposals,site,region,instruction,particles,predecessors,affiliation,referral,pillar,towns,second,mile,centimeter,tablespoon,cup,megabyte,gigahertz,hundred,big,narrow,REPUBLICAN,3,True,REPUBLICAN
267,paychecks,girls,achievement,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funeral,nightmares,rapists,difficulty,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,megabyte,gigahertz,thousand,big,wide,DEMOCRAT,1,True,REPUBLICAN
268,paychecks,girl,achievements,relationship,song,friendship,victory,miracles,winner,bonuses,homicide,deficiencies,killers,funeral,nightmares,rapists,difficulties,crime,failures,deaths,proposal,site,region,instructions,particle,predecessors,affiliations,referrals,pillar,towns,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
269,paychecks,girls,achievements,relationships,songs,friendships,victories,miracle,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crimes,failure,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,2,True,REPUBLICAN
270,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,2,True,REPUBLICAN
271,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
272,paychecks,girl,achievements,relationships,songs,friendship,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crime,failures,death,proposals,sites,regions,instructions,particles,predecessors,affiliation,referrals,pillars,towns,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,narrow,REPUBLICAN,1,True,REPUBLICAN
273,paycheck,girls,achievements,relationships,song,friendship,victory,miracle,winners,bonuses,homicides,deficiency,killers,funeral,nightmares,rapists,difficulties,crime,failures,deaths,proposals,sites,regions,instructions,particle,predecessor,affiliations,referrals,pillar,towns,minute,yard,centimeter,tablespoon,liter,gigabyte,gigahertz,hundred,big,wide,DEMOCRAT,2,True,REPUBLICAN
274,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,megabyte,hertz,thousand,big,wide,DEMOCRAT,3,True,REPUBLICAN
275,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,REPUBLICAN
276,paycheck,girls,achievements,relationships,songs,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funeral,nightmares,rapist,difficulty,crime,failures,deaths,proposal,sites,regions,instructions,particle,predecessor,affiliations,referral,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,small,narrow,DEMOCRAT,3,True,REPUBLICAN
277,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,minute,mile,centimeter,teaspoon,cup,gigabyte,hertz,thousand,big,narrow,REPUBLICAN,1,True,REPUBLICAN
278,paycheck,girl,achievements,relationships,songs,friendships,victories,miracle,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulties,crimes,failure,death,proposal,site,regions,instructions,particle,predecessor,affiliation,referral,pillars,towns,minute,mile,kilometer,teaspoon,cup,megabyte,gigahertz,thousand,small,wide,REPUBLICAN,1,True,REPUBLICAN
279,paychecks,girls,achievements,relationship,songs,friendship,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmare,rapist,difficulties,crimes,failures,death,proposal,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,narrow,REPUBLICAN,3,True,REPUBLICAN
280,paychecks,girl,achievement,relationships,songs,friendships,victories,miracles,winner,bonus,homicides,deficiencies,killer,funeral,nightmares,rapists,difficulty,crime,failure,death,proposal,site,region,instructions,particle,predecessors,affiliation,referrals,pillar,town,second,yard,kilometer,teaspoon,liter,megabyte,hertz,thousand,big,narrow,REPUBLICAN,3,True,REPUBLICAN
281,paycheck,girl,achievement,relationship,song,friendship,-99,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,minute,mile,centimeter,tablespoon,cup,megabyte,gigahertz,thousand,small,wide,REPUBLICAN,1,True,REPUBLICAN
282,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,mile,kilometer,tablespoon,liter,megabyte,gigahertz,thousand,small,narrow,DEMOCRAT,3,True,REPUBLICAN
283,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,1,True,REPUBLICAN
284,-99,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiency,killers,-99,nightmare,rapists,difficulty,crime,failure,deaths,proposals,sites,region,instruction,particles,predecessor,affiliations,referrals,pillars,town,minute,mile,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
285,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiencies,killer,funeral,nightmares,rapists,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,minute,yard,-99,teaspoon,liter,gigabyte,hertz,thousand,small,narrow,DEMOCRAT,2,True,REPUBLICAN
286,paycheck,girls,achievement,relationships,songs,friendships,victories,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulty,crimes,failures,deaths,proposals,sites,region,instruction,particles,predecessors,affiliations,referral,pillar,towns,second,yard,centimeter,teaspoon,cup,megabyte,hertz,thousand,big,narrow,DEMOCRAT,3,True,REPUBLICAN
287,paycheck,girls,achievements,relationships,songs,friendships,victory,miracles,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,site,region,instructions,particles,predecessor,affiliation,referral,pillars,town,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,hundred,small,narrow,REPUBLICAN,1,True,REPUBLICAN
288,paychecks,girls,achievements,relationships,songs,friendship,victories,miracles,winners,bonuses,homicides,deficiencies,killer,funerals,nightmares,rapists,difficulty,crimes,failure,deaths,proposals,sites,region,instructions,particles,predecessor,affiliation,referral,pillar,town,second,yard,kilometer,teaspoon,liter,megabyte,hertz,thousand,big,narrow,DEMOCRAT,1,True,REPUBLICAN
289,paychecks,girl,achievements,relationships,songs,friendships,victories,miracle,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
290,paychecks,girl,achievements,relationship,songs,friendship,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instruction,particles,predecessor,affiliations,referrals,pillar,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,2,True,REPUBLICAN
291,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonuses,homicide,deficiency,killers,funerals,nightmares,rapist,difficulty,crimes,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,towns,second,mile,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,DEMOCRAT,1,True,REPUBLICAN
292,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particle,predecessors,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,REPUBLICAN,2,True,REPUBLICAN
293,paychecks,girl,achievements,relationships,song,friendship,victories,miracles,winner,bonuses,homicide,deficiencies,killer,funeral,nightmare,rapist,difficulties,crime,failures,death,proposals,sites,regions,instruction,particles,predecessors,affiliations,referral,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
294,paycheck,girls,achievements,relationships,song,friendships,victory,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillars,towns,second,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,3,True,REPUBLICAN
295,paycheck,girl,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,regions,instructions,particles,predecessors,affiliation,referrals,pillars,towns,minute,yard,kilometer,teaspoon,liter,gigabyte,gigahertz,-99,big,wide,REPUBLICAN,1,True,REPUBLICAN
296,paychecks,girl,achievements,relationships,song,friendship,victory,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particle,predecessors,affiliations,referral,pillars,towns,second,yard,centimeter,tablespoon,liter,megabyte,hertz,thousand,small,wide,REPUBLICAN,1,True,REPUBLICAN
297,paychecks,girls,achievements,relationship,songs,friendships,victory,miracles,winners,bonuses,homicides,deficiency,killers,funeral,nightmares,rapists,difficulty,crimes,failure,deaths,proposals,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,small,wide,REPUBLICAN,1,True,REPUBLICAN
298,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
299,paychecks,girls,achievements,relationships,songs,friendship,victories,miracles,winners,bonuses,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillars,towns,second,yard,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,small,narrow,DEMOCRAT,3,True,REPUBLICAN
